pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
bv	uv	1	1	2642	0.1426440453163857	3619	1290572	9047500	0
bv	uv	1	2642	5316	0.1432263453815261	3735	1337376	9337500	0
bv	uv	1	5316	8020	0.1463694537346711	3588	1312934	8970000	0
bv	uv	1	8020	10700	0.1473248758963044	3626	1335500	9065000	0
bv	uv	1	10700	13337	0.1472946973754686	3734	1374996	9335000	0
bv	uv	1	13337	16000	0.1460653524169592	3703	1352200	9257500	0
bv	uv	1	16000	18736	0.1400539570301876	3677	1287446	9192500	0
bv	uv	1	18736	21427	0.1464921317723931	3673	1345164	9182500	0
bv	uv	1	21427	24181	0.142450665941832	3679	1310190	9197500	0
bv	uv	1	24181	26860	0.1418697232317584	3577	1268670	8942500	0
bv	uv	1	26860	29562	0.1431823448275862	3625	1297590	9062500	0
bv	uv	1	29562	32230	0.1481903614457831	3652	1352978	9130000	0
bv	uv	1	32230	34940	0.1403290624140775	3637	1275942	9092500	0
bv	uv	1	34940	37626	0.141892804778713	3683	1306478	9207500	0
bv	uv	1	37626	40342	0.1485369565217391	3680	1366540	9200000	0
bv	uv	1	40342	43047	0.1416890329551593	3702	1311332	9255000	0
bv	uv	1	43047	45721	0.1392385489983757	3694	1285868	9235000	0
bv	uv	1	45721	48407	0.1481804691762138	3666	1358074	9165000	0
bv	uv	1	48407	51085	0.1456292473118279	3720	1354352	9300000	0
bv	uv	1	51085	53751	0.1405259114945727	3593	1262274	8982500	0
bv	uv	1	53751	56384	0.14665	3680	1349180	9200000	0
bv	uv	1	56384	59048	0.1429110810078569	3691	1318712	9227500	0
bv	uv	1	59048	61746	0.1405038649972781	3674	1290528	9185000	0
bv	uv	1	61746	64447	0.1423594660855352	3671	1306504	9177500	0
bv	uv	1	64447	67189	0.1387184946236559	3720	1290082	9300000	0
bv	uv	1	67189	69905	0.143095951192457	3606	1290010	9015000	0
bv	uv	1	69905	72583	0.1429831390620764	3689	1318662	9222500	0
bv	uv	1	72583	75317	0.1414062760344348	3601	1273010	9002500	0
bv	uv	1	75317	78035	0.1399103770988164	3633	1270736	9082500	0
bv	uv	1	78035	80709	0.1381165405405405	3700	1277578	9250000	0
bv	uv	1	80709	83380	0.1396478957371708	3683	1285808	9207500	0
bv	uv	1	83380	86059	0.1445008219178082	3650	1318570	9125000	0
bv	uv	1	86059	88811	0.1425691003554826	3657	1303438	9142500	0
bv	uv	1	88811	91499	0.1460881062042806	3691	1348028	9227500	0
bv	uv	1	91499	94201	0.1485382636655948	3732	1385862	9330000	0
bv	uv	1	94201	96836	0.1448559349593496	3690	1336296	9225000	0
bv	uv	1	96836	99494	0.1457821585903083	3632	1323702	9080000	0
bv	uv	1	99494	102206	0.1426546824542519	3716	1325262	9290000	0
bv	uv	1	102206	104899	0.1429113090418353	3705	1323716	9262500	0
bv	uv	1	104899	107627	0.1443855080359575	3671	1325098	9177500	0
bv	uv	1	107627	110327	0.1405135371179039	3664	1287104	9160000	0
bv	uv	1	110327	113008	0.1392755785461475	3673	1278898	9182500	0
bv	uv	1	113008	115674	0.1404800862301266	3711	1303304	9277500	0
bv	uv	1	115674	118373	0.1416283438615765	3641	1289172	9102500	0
bv	uv	1	118373	121052	0.1455517128874388	3678	1338348	9195000	0
bv	uv	1	121052	123732	0.1448754842280022	3614	1308950	9035000	0
bv	uv	1	123732	126401	0.14394603783932	3647	1312428	9117500	0
bv	uv	1	126401	129105	0.1436193775372124	3695	1326684	9237500	0
bv	uv	1	129105	131810	0.1389565498652291	3710	1288822	9275000	0
bv	uv	1	131810	134530	0.1383149311294765	3630	1255208	9075000	0
bv	uv	1	134530	137299	0.1405802985074626	3685	1295096	9212500	0
bv	uv	1	137299	140017	0.1414791130577607	3653	1292058	9132500	0
bv	uv	1	140017	142728	0.140614118954975	3598	1264824	8995000	0
bv	uv	1	142728	145382	0.1494754044420071	3647	1362842	9117500	0
bv	uv	1	145382	148029	0.1494013408420488	3729	1392794	9322500	0
bv	uv	1	148029	150668	0.1465423710504995	3703	1356616	9257500	0
bv	uv	1	150668	153314	0.1440118779213637	3637	1309428	9092500	0
bv	uv	1	153314	156046	0.1475985718209283	3641	1343516	9102500	0
bv	uv	1	156046	158762	0.1523723311546841	3672	1398778	9180000	0
bv	uv	1	158762	161438	0.1442372549019608	3672	1324098	9180000	0
bv	uv	1	161438	164116	0.1420705257567711	3766	1337594	9415000	0
bv	uv	1	164116	166841	0.1510257297297297	3700	1396988	9250000	0
bv	uv	1	166841	169502	0.142814487144042	3617	1291400	9042500	0
bv	uv	1	169502	172223	0.1396640087383943	3662	1278624	9155000	0
bv	uv	1	172223	174963	0.1419807242036482	3673	1303738	9182500	0
bv	uv	1	174963	177655	0.1384175135135135	3700	1280362	9250000	0
bv	uv	1	177655	180397	0.1423470475144191	3641	1295714	9102500	0
bv	uv	1	180397	183062	0.1383736017897091	3576	1237060	8940000	0
bv	uv	1	183062	185753	0.1380537796976242	3704	1278378	9260000	0
bv	uv	1	185753	188394	0.1450376651982378	3632	1316942	9080000	0
bv	uv	1	188394	191047	0.1411984749455337	3672	1296202	9180000	0
bv	uv	1	191047	193759	0.1440950801547816	3618	1303340	9045000	0
bv	uv	1	193759	196442	0.1432004375170905	3657	1309210	9142500	0
bv	uv	1	196442	199120	0.1417419246861924	3585	1270362	8962500	0
bv	uv	1	199120	201843	0.1508840834248079	3644	1374554	9110000	0
bv	uv	1	201843	204538	0.1458846506609118	3707	1351986	9267500	0
bv	uv	1	204538	207179	0.1433305682736332	3713	1330466	9282500	0
bv	uv	1	207179	209878	0.1426949079089924	3692	1317074	9230000	0
bv	uv	1	209878	212579	0.1423044481054365	3642	1295682	9105000	0
bv	uv	1	212579	215240	0.1487555796316359	3692	1373014	9230000	0
bv	uv	1	215240	217948	0.1425798738689333	3647	1299972	9117500	0
bv	uv	1	217948	220644	0.1385168959823885	3634	1258426	9085000	0
bv	uv	1	220644	223342	0.1375774896551724	3625	1246796	9062500	0
bv	uv	1	223342	225997	0.140056462585034	3528	1235298	8820000	0
bv	uv	1	225997	228685	0.1409400447427293	3576	1260004	8940000	0
bv	uv	1	228685	231359	0.145014151197202	3717	1347544	9292500	0
bv	uv	1	231359	234051	0.1377278170930865	3674	1265030	9185000	0
bv	uv	1	234051	236751	0.1419226373626373	3640	1291496	9100000	0
bv	uv	1	236751	239414	0.142093678641047	3591	1275646	8977500	0
bv	uv	1	239414	242141	0.1404804347826087	3680	1292420	9200000	0
bv	uv	1	242141	244880	0.1416888643271622	3619	1281930	9047500	0
bv	uv	1	244880	247586	0.1429885839736553	3644	1302626	9110000	0
bv	uv	1	247586	250249	0.1468291655115054	3607	1324032	9017500	0
bv	uv	1	250249	252923	0.13687950310559	3703	1267162	9257500	0
bv	uv	1	252923	255584	0.1419428879892038	3705	1314746	9262500	0
bv	uv	1	255584	258281	0.1403827235213205	3635	1275728	9087500	0
bv	uv	1	258281	260962	0.1390323913043478	3680	1279098	9200000	0
bv	uv	1	260962	263666	0.1324484914975315	3646	1207268	9115000	0
bv	uv	1	263666	266350	0.1460258381030253	3669	1339422	9172500	0
bv	uv	1	266350	269056	0.1410840289371174	3594	1267640	8985000	0
bv	uv	1	269056	271772	0.1454624897847997	3671	1334982	9177500	0
bv	uv	1	271772	274463	0.1398316810344827	3712	1297638	9280000	0
bv	uv	1	274463	277105	0.1416805578800558	3585	1269812	8962500	0
bv	uv	1	277105	279780	0.1417050615595075	3655	1294830	9137500	0
bv	uv	1	279780	282486	0.1447620747350808	3586	1297792	8965000	0
bv	uv	1	282486	285144	0.1395568034557235	3704	1292296	9260000	0
bv	uv	1	285144	287812	0.1391637149028077	3704	1288656	9260000	0
bv	uv	1	287812	290504	0.1388368322147651	3725	1292918	9312500	0
bv	uv	1	290504	293227	0.143535867768595	3630	1302588	9075000	0
bv	uv	1	293227	295904	0.1364815867059769	3731	1273032	9327500	0
bv	uv	1	295904	298602	0.143130986294007	3721	1331476	9302500	0
bv	uv	1	298602	301274	0.152238503850385	3636	1383848	9090000	0
bv	uv	1	301274	303910	0.1438552796725784	3665	1318074	9162500	0
bv	uv	1	303910	306573	0.1410768219178082	3650	1287326	9125000	0
bv	uv	1	306573	309232	0.1440588007736944	3619	1303372	9047500	0
bv	uv	1	309232	311895	0.1417686928456159	3718	1317740	9295000	0
bv	uv	1	311895	314589	0.1417219711407568	3673	1301362	9182500	0
bv	uv	1	314589	317301	0.1406352116473443	3709	1304040	9272500	0
bv	uv	1	317301	319955	0.1413777898452348	3683	1301736	9207500	0
bv	uv	1	319955	322677	0.1372611789697291	3766	1292314	9415000	0
bv	uv	1	322677	325373	0.1380953627932351	3666	1265644	9165000	0
bv	uv	1	325373	328117	0.1368778108913573	3691	1263040	9227500	0
bv	uv	1	328117	330750	0.1419558687991325	3689	1309188	9222500	0
bv	uv	1	330750	333437	0.1374586328019454	3701	1271836	9252500	0
bv	uv	1	333437	336098	0.1442787911788728	3673	1324840	9182500	0
bv	uv	1	336098	338795	0.1399890650628759	3658	1280200	9145000	0
bv	uv	1	338795	341526	0.142726446727961	3698	1319506	9245000	0
bv	uv	1	341526	344248	0.1438234019501625	3692	1327490	9230000	0
bv	uv	1	344248	346951	0.1441134442323425	3667	1321160	9167500	0
bv	uv	1	346951	349672	0.1464564450474898	3685	1349230	9212500	0
bv	uv	1	349672	352308	0.1453379978471474	3716	1350190	9290000	0
bv	uv	1	352308	354946	0.1528389212057112	3782	1445092	9455000	0
bv	uv	1	354946	357594	0.1471927750410509	3654	1344606	9135000	0
bv	uv	1	357594	360257	0.1458193548387096	3658	1333518	9145000	0
bv	uv	1	360257	362890	0.1445633617138149	3641	1315888	9102500	0
bv	uv	1	362890	365571	0.1451524870888828	3679	1335040	9197500	0
bv	uv	1	365571	368225	0.143070974748846	3683	1317326	9207500	0
bv	uv	1	368225	370921	0.1480030476190476	3675	1359778	9187500	0
bv	uv	1	370921	373588	0.1406629761578514	3649	1283198	9122500	0
bv	uv	1	373588	376266	0.1419271523178808	3624	1285860	9060000	0
bv	uv	1	376266	378936	0.1405473221642406	3641	1279332	9102500	0
bv	uv	1	378936	381611	0.1461048927982408	3638	1328824	9095000	0
bv	uv	1	381611	384244	0.1458303948080043	3698	1348202	9245000	0
bv	uv	1	384244	386958	0.1440699346405228	3672	1322562	9180000	0
bv	uv	1	386958	389629	0.1376619854721549	3717	1279224	9292500	0
bv	uv	1	389629	392306	0.146313240043057	3716	1359250	9290000	0
bv	uv	1	392306	394977	0.1472112737127371	3690	1358024	9225000	0
bv	uv	1	394977	397601	0.1411410469798657	3725	1314376	9312500	0
bv	uv	1	397601	400250	0.1450965498796469	3739	1356290	9347500	0
bv	uv	1	400250	402924	0.1427782526372734	3697	1319628	9242500	0
bv	uv	1	402924	405655	0.1434726368159204	3618	1297710	9045000	0
bv	uv	1	405655	408372	0.1408994082840236	3718	1309660	9295000	0
bv	uv	1	408372	411042	0.1409408140814081	3636	1281152	9090000	0
bv	uv	1	411042	413714	0.1497594820609657	3707	1387896	9267500	0
bv	uv	1	413714	416362	0.1458627155172414	3712	1353606	9280000	0
bv	uv	1	416362	419067	0.1479828099173553	3630	1342944	9075000	0
bv	uv	1	419067	421721	0.1502030669895076	3717	1395762	9292500	0
bv	uv	1	421721	424407	0.1445458106637649	3676	1328376	9190000	0
bv	uv	1	424407	427078	0.1399916488222698	3736	1307522	9340000	0
bv	uv	1	427078	429718	0.148950013568521	3685	1372202	9212500	0
bv	uv	1	429718	432434	0.1433494794520547	3650	1308064	9125000	0
bv	uv	1	432434	435119	0.1464789108085579	3599	1317944	8997500	0
bv	uv	1	435119	437786	0.142687267833109	3715	1325208	9287500	0
bv	uv	1	437786	440441	0.1479115511551155	3636	1344516	9090000	0
bv	uv	1	440441	443163	0.1417371554575523	3628	1285556	9070000	0
bv	uv	1	443163	445815	0.1374970382337103	3714	1276660	9285000	0
bv	uv	1	445815	448480	0.1382010672358591	3748	1294944	9370000	0
bv	uv	1	448480	451151	0.1401632296781233	3666	1284596	9165000	0
bv	uv	1	451151	453859	0.139503746877602	3603	1256580	9007500	0
bv	uv	1	453859	456561	0.1443819172113289	3672	1325426	9180000	0
bv	uv	1	456561	459249	0.1463219405832652	3669	1342138	9172500	0
bv	uv	1	459249	461895	0.1469891304347826	3680	1352300	9200000	0
bv	uv	1	461895	464607	0.1423624382207578	3642	1296210	9105000	0
