pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
bv	uv	1	1	1528	0.1205145998778252	1637	493206	4092500	0
bv	uv	1	1528	3063	0.1168511685116851	1626	475000	4065000	0
bv	uv	1	3063	4559	0.1200498150431566	1622	486802	4055000	0
bv	uv	1	4559	6083	0.1267371356147021	1578	499978	3945000	0
bv	uv	1	6083	7621	0.117710259579728	1618	476138	4045000	0
bv	uv	1	7621	9151	0.1207810564663023	1647	497316	4117500	0
bv	uv	1	9151	10700	0.1169607678464307	1667	487434	4167500	0
bv	uv	1	10700	12251	0.1163213633597078	1643	477790	4107500	0
bv	uv	1	12251	13826	0.1136290819470117	1623	461050	4057500	0
bv	uv	1	13826	15343	0.1145909424724602	1634	468104	4085000	0
bv	uv	1	15343	16897	0.1215505205143906	1633	496230	4082500	0
bv	uv	1	16897	18436	0.1163399515738498	1652	480484	4130000	0
bv	uv	1	18436	19958	0.1254990196078431	1632	512036	4080000	0
bv	uv	1	19958	21438	0.1252656790123456	1620	507326	4050000	0
bv	uv	1	21438	22980	0.1167069072806471	1607	468870	4017500	0
bv	uv	1	22980	24507	0.1181955882352941	1632	482238	4080000	0
bv	uv	1	24507	26076	0.1171503614457831	1660	486174	4150000	0
bv	uv	1	26076	27650	0.1253996224040277	1589	498150	3972500	0
bv	uv	1	27650	29199	0.1256319003115265	1605	504098	4012500	0
bv	uv	1	29199	30753	0.1245542257865515	1621	504756	4052500	0
bv	uv	1	30753	32266	0.1229551020408163	1568	481984	3920000	0
bv	uv	1	32266	33822	0.1184737304075235	1595	472414	3987500	0
bv	uv	1	33822	35380	0.1148037105751391	1617	464094	4042500	0
bv	uv	1	35380	36939	0.124152427184466	1648	511508	4120000	0
bv	uv	1	36939	38458	0.1186740603820086	1623	481520	4057500	0
bv	uv	1	38458	40003	0.1204653111521873	1623	488788	4057500	0
bv	uv	1	40003	41517	0.1182263414634146	1640	484728	4100000	0
bv	uv	1	41517	43055	0.1225531806615776	1572	481634	3930000	0
bv	uv	1	43055	44571	0.1224408113091579	1627	498028	4067500	0
bv	uv	1	44571	46118	0.1198038581207218	1607	481312	4017500	0
bv	uv	1	46118	47655	0.1244772532188841	1631	507556	4077500	0
bv	uv	1	47655	49231	0.1164855721393034	1608	468272	4020000	0
bv	uv	1	49231	50770	0.1216527363184079	1608	489044	4020000	0
bv	uv	1	50770	52272	0.1255177478580171	1634	512740	4085000	0
bv	uv	1	52272	53769	0.1198671604938271	1620	485462	4050000	0
bv	uv	1	53769	55309	0.1298038060159607	1629	528626	4072500	0
bv	uv	1	55309	56894	0.1177854338188727	1579	464958	3947500	0
bv	uv	1	56894	58409	0.1225748311847759	1629	499186	4072500	0
bv	uv	1	58409	59962	0.1234226391494684	1599	493382	3997500	0
bv	uv	1	59962	61460	0.1223381160324391	1603	490270	4007500	0
bv	uv	1	61460	62945	0.1201994093325457	1693	508744	4232500	0
bv	uv	1	62945	64513	0.1253342995169082	1656	518884	4140000	0
bv	uv	1	64513	66039	0.1253072929542645	1618	506868	4045000	0
bv	uv	1	66039	67556	0.1254583638583638	1638	513752	4095000	0
bv	uv	1	67556	69074	0.1242428833231521	1637	508464	4092500	0
bv	uv	1	69074	70602	0.1206521847690387	1602	483212	4005000	0
bv	uv	1	70602	72095	0.1180239103362391	1606	473866	4015000	0
bv	uv	1	72095	73665	0.1205305053025577	1603	483026	4007500	0
bv	uv	1	73665	75234	0.114140675844806	1598	455992	3995000	0
bv	uv	1	75234	76752	0.1207575046324891	1619	488766	4047500	0
bv	uv	1	76752	78247	0.1267354679802955	1624	514546	4060000	0
bv	uv	1	78247	79802	0.121226213592233	1648	499452	4120000	0
bv	uv	1	79802	81385	0.125130900243309	1644	514288	4110000	0
bv	uv	1	81385	82896	0.1250675047140163	1591	497456	3977500	0
bv	uv	1	82896	84441	0.1264463262764632	1606	507682	4015000	0
bv	uv	1	84441	86005	0.1222055521283158	1621	495238	4052500	0
bv	uv	1	86005	87541	0.1231526802218114	1623	499692	4057500	0
bv	uv	1	87541	89056	0.1180653822249844	1609	474918	4022500	0
bv	uv	1	89056	90591	0.1190561403508772	1596	475034	3990000	0
bv	uv	1	90591	92127	0.1213670276774969	1662	504280	4155000	0
bv	uv	1	92127	93652	0.1268462111801242	1610	510556	4025000	0
bv	uv	1	93652	95128	0.124883129584352	1636	510772	4090000	0
bv	uv	1	95128	96659	0.1224675422138836	1599	489564	3997500	0
bv	uv	1	96659	98215	0.1209514443761524	1627	491970	4067500	0
bv	uv	1	98215	99750	0.1298468887492143	1591	516466	3977500	0
bv	uv	1	99750	101322	0.1188292215568862	1670	496112	4175000	0
