pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
bv	uv	1	1	602	0.1440962655601659	241	86818	602500	0
bv	uv	1	602	1153	0.1709467181467181	259	110688	647500	0
bv	uv	1	1153	1713	0.144290909090909	242	87296	605000	0
bv	uv	1	1713	2249	0.1608350597609561	251	100924	627500	0
bv	uv	1	2249	2836	0.1666215384615384	260	108304	650000	0
bv	uv	1	2836	3381	0.1408952380952381	252	88764	630000	0
bv	uv	1	3381	3911	0.1397460317460317	252	88040	630000	0
bv	uv	1	3911	4435	0.1486931174089069	247	91818	617500	0
bv	uv	1	4435	5056	0.1377825095057034	263	90592	657500	0
bv	uv	1	5056	5580	0.1459595141700405	247	90130	617500	0
bv	uv	1	5580	6191	0.1583676113360324	247	97792	617500	0
bv	uv	1	6191	6826	0.1538496	250	96156	625000	0
bv	uv	1	6826	7350	0.1482314049586776	242	89680	605000	0
bv	uv	1	7350	7976	0.1492761133603239	247	92178	617500	0
bv	uv	1	7976	8545	0.1466476987447698	239	87622	597500	0
bv	uv	1	8545	9053	0.1477844897959183	245	90518	612500	0
bv	uv	1	9053	9575	0.155873359073359	259	100928	647500	0
bv	uv	1	9575	10188	0.1474991596638655	238	87762	595000	0
bv	uv	1	10188	10793	0.156828880866426	277	108604	692500	0
bv	uv	1	10793	11365	0.1308775193798449	258	84416	645000	0
bv	uv	1	11365	11879	0.1521481481481481	243	92430	607500	0
bv	uv	1	11879	12475	0.1498771653543307	254	95172	635000	0
bv	uv	1	12475	13045	0.1534324110671936	253	97046	632500	0
bv	uv	1	13045	13555	0.1433587786259542	262	93900	655000	0
bv	uv	1	13555	14145	0.1558129032258064	248	96604	620000	0
bv	uv	1	14145	14748	0.1636420233463035	257	105140	642500	0
bv	uv	1	14748	15291	0.1505858921161825	241	90728	602500	0
bv	uv	1	15291	15789	0.1586181818181818	242	95964	605000	0
bv	uv	1	15789	16339	0.1471322580645161	248	91222	620000	0
bv	uv	1	16339	16959	0.1292552845528455	246	79492	615000	0
bv	uv	1	16959	17500	0.1394613545816733	251	87512	627500	0
bv	uv	1	17500	18099	0.1557842323651452	241	93860	602500	0
bv	uv	1	18099	18673	0.1282478431372549	255	81758	637500	0
bv	uv	1	18673	19227	0.1505860465116279	258	97128	645000	0
bv	uv	1	19227	19783	0.1277482071713147	251	80162	627500	0
bv	uv	1	19783	20373	0.1569991967871486	249	97732	622500	0
bv	uv	1	20373	20902	0.164334375	256	105174	640000	0
bv	uv	1	20902	21477	0.1453170731707317	246	89370	615000	0
bv	uv	1	21477	22069	0.1360414342629482	251	85366	627500	0
bv	uv	1	22069	22668	0.1398302040816326	245	85646	612500	0
bv	uv	1	22668	23298	0.1627297959183673	245	99672	612500	0
bv	uv	1	23298	23826	0.143399209486166	253	90700	632500	0
bv	uv	1	23826	24450	0.1479874015748031	254	93972	635000	0
bv	uv	1	24450	25032	0.16523	240	99138	600000	0
bv	uv	1	25032	25615	0.1417645161290322	248	87894	620000	0
bv	uv	1	25615	26194	0.1494173228346456	254	94880	635000	0
bv	uv	1	26194	26789	0.1421590361445783	249	88494	622500	0
bv	uv	1	26789	27351	0.1534966666666666	240	92098	600000	0
bv	uv	1	27351	27928	0.1516722891566265	249	94416	622500	0
bv	uv	1	27928	28589	0.1391426294820717	251	87312	627500	0
bv	uv	1	28589	29111	0.1528098765432098	243	92832	607500	0
bv	uv	1	29111	29709	0.1645520661157024	242	99554	605000	0
bv	uv	1	29709	30239	0.1631619047619047	252	102792	630000	0
bv	uv	1	30239	30800	0.159921568627451	255	101950	637500	0
bv	uv	1	30800	31323	0.1469991902834008	247	90772	617500	0
bv	uv	1	31323	31831	0.1774210526315789	228	101130	570000	0
bv	uv	1	31831	32424	0.1489066666666666	240	89344	600000	0
bv	uv	1	32424	33030	0.158425910931174	247	97828	617500	0
bv	uv	1	33030	33653	0.1483485477178423	241	89380	602500	0
bv	uv	1	33653	34220	0.1348672	250	84292	625000	0
bv	uv	1	34220	34778	0.133718875502008	249	83240	622500	0
bv	uv	1	34778	35370	0.1538105263157894	247	94978	617500	0
bv	uv	1	35370	35922	0.1479221789883268	257	95040	642500	0
bv	uv	1	35922	36451	0.1354677824267782	239	80942	597500	0
bv	uv	1	36451	37054	0.1491544303797468	237	88374	592500	0
bv	uv	1	37054	37649	0.146140625	256	93530	640000	0
bv	uv	1	37649	38279	0.1531252032520325	246	94172	615000	0
bv	uv	1	38279	38915	0.1527751937984496	258	98540	645000	0
bv	uv	1	38915	39441	0.176784	250	110490	625000	0
bv	uv	1	39441	39968	0.1319936	250	82496	625000	0
bv	uv	1	39968	40507	0.1435008	250	89688	625000	0
bv	uv	1	40507	41092	0.1534259541984732	262	100494	655000	0
bv	uv	1	41092	41649	0.1385056	250	86566	625000	0
bv	uv	1	41649	42302	0.1267297959183673	245	77622	612500	0
bv	uv	1	42302	42882	0.13624	250	85150	625000	0
bv	uv	1	42882	43418	0.1300310204081632	245	79644	612500	0
bv	uv	1	43418	43999	0.1236451612903225	248	76660	620000	0
bv	uv	1	43999	44563	0.1318215139442231	251	82718	627500	0
bv	uv	1	44563	45187	0.1368777327935222	247	84522	617500	0
bv	uv	1	45187	45753	0.1424459016393442	244	86892	610000	0
bv	uv	1	45753	46317	0.1557674418604651	258	100470	645000	0
bv	uv	1	46317	46930	0.1296933333333333	240	77816	600000	0
bv	uv	1	46930	47475	0.1492235294117647	238	88788	595000	0
bv	uv	1	47475	48007	0.1505471264367816	261	98232	652500	0
bv	uv	1	48007	48609	0.1703904382470119	251	106920	627500	0
bv	uv	1	48609	49238	0.1475012552301255	239	88132	597500	0
bv	uv	1	49238	49804	0.1551900826446281	242	93890	605000	0
bv	uv	1	49804	50402	0.1636404858299595	247	101048	617500	0
bv	uv	1	50402	50975	0.1581035856573705	251	99210	627500	0
bv	uv	1	50975	51516	0.160439344262295	244	97868	610000	0
bv	uv	1	51516	52104	0.1461088	250	91318	625000	0
bv	uv	1	52104	52662	0.1387755102040816	245	85000	612500	0
bv	uv	1	52662	53226	0.1288357723577236	246	79234	615000	0
bv	uv	1	53226	53866	0.1259282051282051	234	73668	585000	0
bv	uv	1	53866	54403	0.1605538461538461	247	99142	617500	0
bv	uv	1	54403	54975	0.1367650793650793	252	86162	630000	0
bv	uv	1	54975	55531	0.158912	250	99320	625000	0
bv	uv	1	55531	56149	0.1691415019762845	253	106982	632500	0
bv	uv	1	56149	56702	0.142737984496124	258	92066	645000	0
bv	uv	1	56702	57237	0.1503058823529411	255	95820	637500	0
bv	uv	1	57237	57824	0.1533903225806451	248	95102	620000	0
bv	uv	1	57824	58366	0.1514126984126984	252	95390	630000	0
bv	uv	1	58366	58890	0.1545223529411764	255	98508	637500	0
bv	uv	1	58890	59428	0.1581157024793388	242	95660	605000	0
bv	uv	1	59428	59998	0.1468786885245901	244	89596	610000	0
bv	uv	1	59998	60560	0.1451889328063241	253	91832	632500	0
bv	uv	1	60560	61113	0.1444205533596838	253	91346	632500	0
bv	uv	1	61113	61700	0.1493616326530612	245	91484	612500	0
bv	uv	1	61700	62260	0.1614672340425532	235	94862	587500	0
bv	uv	1	62260	62876	0.1560063492063492	252	98284	630000	0
bv	uv	1	62876	63452	0.132655421686747	249	82578	622500	0
bv	uv	1	63452	64028	0.141916049382716	243	86214	607500	0
bv	uv	1	64028	64599	0.1483027888446215	251	93060	627500	0
bv	uv	1	64599	65147	0.1393004184100418	239	83232	597500	0
bv	uv	1	65147	65711	0.1448352	250	90522	625000	0
bv	uv	1	65711	66294	0.1469387096774193	248	91102	620000	0
bv	uv	1	66294	66897	0.1521692307692307	260	98910	650000	0
bv	uv	1	66897	67508	0.1577689243027888	251	99000	627500	0
bv	uv	1	67508	68095	0.1263483870967742	248	78336	620000	0
bv	uv	1	68095	68656	0.1439740890688259	247	88904	617500	0
bv	uv	1	68656	69303	0.1402644351464435	239	83808	597500	0
bv	uv	1	69303	69889	0.1491294117647058	255	95070	637500	0
bv	uv	1	69889	70480	0.1329848739495798	238	79126	595000	0
bv	uv	1	70480	71004	0.1425966101694915	236	84132	590000	0
bv	uv	1	71004	71556	0.1485548387096774	248	92104	620000	0
bv	uv	1	71556	72117	0.1613751004016064	249	100456	622500	0
bv	uv	1	72117	72724	0.1462477732793522	247	90308	617500	0
bv	uv	1	72724	73325	0.1392354838709677	248	86326	620000	0
bv	uv	1	73325	73963	0.1442016	250	90126	625000	0
bv	uv	1	73963	74580	0.1429236947791164	249	88970	622500	0
bv	uv	1	74580	75145	0.1421934426229508	244	86738	610000	0
bv	uv	1	75145	75768	0.150317695473251	243	91318	607500	0
bv	uv	1	75768	76319	0.1449529880478087	251	90958	627500	0
bv	uv	1	76319	76926	0.1376314960629921	254	87396	635000	0
bv	uv	1	76926	77555	0.1447870445344129	247	89406	617500	0
bv	uv	1	77555	78075	0.1383173553719008	242	83682	605000	0
bv	uv	1	78075	78589	0.1330426229508196	244	81156	610000	0
bv	uv	1	78589	79162	0.1346337078651685	267	89868	667500	0
bv	uv	1	79162	79665	0.1276544747081712	257	82018	642500	0
bv	uv	1	79665	80236	0.14193	240	85158	600000	0
bv	uv	1	80236	80760	0.1667032258064516	248	103356	620000	0
bv	uv	1	80760	81351	0.1675064516129032	248	103854	620000	0
bv	uv	1	81351	81926	0.1469681632653061	245	90018	612500	0
bv	uv	1	81926	82465	0.1500307692307692	247	92644	617500	0
