pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
bv	1	1	2821	0.1535957526035723	3398	639350	4162550	0
uv	1	1	2821	0.1538275816506708	3398	640315	4162550	0
bv	1	2821	5646	0.1532875898847006	3471	651775	4251975	0
uv	1	2821	5646	0.1552405646787669	3471	660079	4251975	0
bv	1	5646	8571	0.1549820500651065	3354	636767	4108650	0
uv	1	5646	8571	0.1594786608740097	3354	655242	4108650	0
bv	1	8571	11408	0.1605270676379759	3443	677051	4217675	0
uv	1	8571	11408	0.1608865073766945	3443	678567	4217675	0
bv	1	11408	14269	0.1590343741183109	3472	676405	4253200	0
uv	1	11408	14269	0.1599379290886861	3472	680248	4253200	0
bv	1	14269	17118	0.1524301888587602	3432	640847	4204200	0
uv	1	14269	17118	0.1541998477712763	3432	648287	4204200	0
bv	1	17118	20041	0.1530414860244616	3474	651291	4255650	0
uv	1	17118	20041	0.151869162172641	3474	646302	4255650	0
uv	1	20041	22929	0.1564481923687067	3422	655823	4191950	0
bv	1	20041	22929	0.1548577630935483	3422	649156	4191950	0
bv	1	22929	25800	0.1554391875515051	3368	641311	4125800	0
uv	1	22929	25800	0.1548637839934073	3368	638937	4125800	0
bv	1	25800	28633	0.1511545361507434	3390	627707	4152750	0
uv	1	25800	28633	0.1505811811450244	3390	625326	4152750	0
bv	1	28633	31472	0.1572571717366191	3392	653435	4155200	0
uv	1	28633	31472	0.1553600308047747	3392	645552	4155200	0
bv	1	31472	34368	0.1560353999419673	3376	645300	4135600	0
uv	1	31472	34368	0.1559118386691169	3376	644789	4135600	0
bv	1	34368	37200	0.1492943710147375	3383	618702	4144175	0
uv	1	34368	37200	0.153201541923302	3383	634894	4144175	0
bv	1	37200	40118	0.1592209953288246	3434	669787	4206650	0
uv	1	37200	40118	0.1606301926711278	3434	675715	4206650	0
bv	1	40118	43035	0.1547568922305764	3420	648354	4189500	0
uv	1	40118	43035	0.1562360663563671	3420	654551	4189500	0
uv	1	43035	45958	0.1498610734056491	3458	634819	4236050	0
bv	1	43035	45958	0.1495577247671769	3458	633534	4236050	0
bv	1	45958	48865	0.1560406871980889	3477	664628	4259325	0
uv	1	45958	48865	0.1591425871470244	3477	677840	4259325	0
bv	1	48865	51724	0.1557573683030181	3458	659796	4236050	0
uv	1	48865	51724	0.1580427520921613	3458	669477	4236050	0
bv	1	51724	54527	0.1512329288150904	3434	636184	4206650	0
uv	1	51724	54527	0.1521975919080503	3434	640242	4206650	0
bv	1	54527	57393	0.1588660810858997	3434	668294	4206650	0
uv	1	54527	57393	0.1577309735775498	3434	663519	4206650	0
bv	1	57393	60231	0.1557862576983456	3380	645033	4140500	0
uv	1	57393	60231	0.1532703779736746	3380	634616	4140500	0
bv	1	60231	63072	0.1553555418615048	3378	642869	4138050	0
uv	1	60231	63072	0.1551639057043776	3378	642076	4138050	0
bv	1	63072	65947	0.1502668759811617	3406	626966	4172350	0
uv	1	63072	65947	0.1509231008903855	3406	629704	4172350	0
uv	1	65947	68887	0.1513648569475637	3344	620051	4096400	0
bv	1	65947	68887	0.1525639585977931	3344	624963	4096400	0
bv	1	68887	71818	0.1559133767043935	3435	656064	4207875	0
uv	1	68887	71818	0.1559822951014467	3435	656354	4207875	0
bv	1	71818	74693	0.1535731414868105	3336	627592	4086600	0
uv	1	71818	74693	0.1558045808251358	3336	636711	4086600	0
bv	1	74693	77591	0.1525170873082961	3380	631497	4140500	0
uv	1	74693	77591	0.1537435092380147	3380	636575	4140500	0
bv	1	77591	80450	0.1430374829132593	3404	596452	4169900	0
uv	1	77591	80450	0.1474255977361567	3404	614750	4169900	0
bv	1	80450	83343	0.1561387444711724	3419	653952	4188275	0
uv	1	80450	83343	0.1536195689156037	3419	643401	4188275	0
bv	1	83343	86176	0.1552868287655637	3406	647911	4172350	0
uv	1	83343	86176	0.1551123467590207	3406	647183	4172350	0
bv	1	86176	89061	0.1539671360079523	3367	635049	4124575	0
uv	1	86176	89061	0.1537554778371105	3367	634176	4124575	0
bv	1	89061	91921	0.157663309352518	3475	671153	4256875	0
uv	1	89061	91921	0.1552873880487446	3475	661039	4256875	0
uv	1	91921	94746	0.1588556809205484	3462	673699	4240950	0
bv	1	91921	94746	0.1572770251948266	3462	667004	4240950	0
bv	1	94746	97612	0.1550419924703156	3453	655816	4229925	0
uv	1	94746	97612	0.1545121958427159	3453	653575	4229925	0
bv	1	97612	100536	0.160469911349972	3391	666588	4153975	0
uv	1	97612	100536	0.1589253666668672	3391	660172	4153975	0
bv	1	100536	103459	0.1564375069579942	3483	667468	4266675	0
uv	1	100536	103459	0.1552049312403686	3483	662209	4266675	0
bv	1	103459	106389	0.1560417957295667	3459	661192	4237275	0
uv	1	103459	106389	0.1571816792632057	3459	666022	4237275	0
bv	1	106389	109271	0.1544634437446084	3454	653558	4231150	0
uv	1	106389	109271	0.1569880528934214	3454	664240	4231150	0
bv	1	109271	112175	0.1423623850475315	3422	596776	4191950	0
uv	1	109271	112175	0.1426061856653824	3422	597798	4191950	0
bv	1	112175	115021	0.1490917770617018	3420	624620	4189500	0
uv	1	112175	115021	0.1494426542546843	3420	626090	4189500	0
uv	1	115021	117886	0.1549942693925556	3401	645741	4166225	0
bv	1	115021	117886	0.1549985898505241	3401	645759	4166225	0
bv	1	117886	120771	0.1568298396372417	3389	651083	4151525	0
uv	1	117886	120771	0.1558359879803204	3389	646957	4151525	0
bv	1	120771	123642	0.154551788617402	3427	648820	4198075	0
uv	1	120771	123642	0.1547099563490409	3427	649484	4198075	0
bv	1	123642	126515	0.1546633186066069	3446	652888	4221350	0
uv	1	123642	126515	0.1540083148755729	3446	650123	4221350	0
bv	1	126515	129411	0.1535130984376384	3455	649725	4232375	0
uv	1	126515	129411	0.1540818098585309	3455	652132	4232375	0
bv	1	129411	132296	0.1489167247674982	3454	630089	4231150	0
uv	1	129411	132296	0.1522456069862803	3454	644174	4231150	0
bv	1	132296	135156	0.1462404402443933	3397	608554	4161325	0
uv	1	132296	135156	0.1478392098670495	3397	615207	4161325	0
bv	1	135156	138103	0.157403833892974	3361	648067	4117225	0
uv	1	135156	138103	0.1561359896532251	3361	642847	4117225	0
uv	1	138103	140977	0.1478710657328495	3386	613347	4147850	0
bv	1	138103	140977	0.1478346613305688	3386	613196	4147850	0
bv	1	140977	143894	0.1606736536735288	3433	675701	4205425	0
uv	1	140977	143894	0.1588724088528507	3433	668126	4205425	0
bv	1	143894	146751	0.1565281505364723	3399	651748	4163775	0
uv	1	143894	146751	0.1567699983788749	3399	652755	4163775	0
bv	1	146751	149607	0.1596536294332118	3448	674345	4223800	0
uv	1	146751	149607	0.157470524172546	3448	665124	4223800	0
bv	1	149607	152387	0.1530742125960578	3394	636429	4157650	0
uv	1	149607	152387	0.1536836915084242	3394	638963	4157650	0
bv	1	152387	155243	0.1559810692964649	3398	649279	4162550	0
uv	1	152387	155243	0.1524683186988744	3398	634657	4162550	0
bv	1	155243	158118	0.1638390247975286	3422	686805	4191950	0
uv	1	155243	158118	0.1592659740693472	3422	667635	4191950	0
bv	1	158118	160967	0.1584094922803383	3409	661522	4176025	0
uv	1	158118	160967	0.1569808609862249	3409	655556	4176025	0
uv	1	160967	163848	0.1561171435645315	3462	662085	4240950	0
bv	1	160967	163848	0.1559374668411558	3462	661323	4240950	0
bv	1	163848	166700	0.1586566748615266	3445	669551	4220125	0
uv	1	163848	166700	0.1594251355113888	3445	672794	4220125	0
bv	1	166700	169515	0.1487408090465675	3364	612946	4120900	0
uv	1	166700	169515	0.1529343104661603	3364	630227	4120900	0
bv	1	169515	172446	0.1510902707471152	3447	637990	4222575	0
uv	1	169515	172446	0.1487421774628041	3447	628075	4222575	0
bv	1	172446	175400	0.16164477319312	3435	680181	4207875	0
uv	1	172446	175400	0.1585531889611739	3435	667172	4207875	0
bv	1	175400	178286	0.1541447623825649	3417	645223	4185825	0
uv	1	175400	178286	0.1510660383556407	3417	632336	4185825	0
bv	1	178286	181168	0.1518887132317715	3408	634105	4174800	0
uv	1	178286	181168	0.150781594327872	3408	629483	4174800	0
bv	1	181168	184103	0.1511229832247035	3438	636462	4211550	0
uv	1	181168	184103	0.1509629471334782	3438	635788	4211550	0
uv	1	184103	186992	0.1559527591024707	3418	652982	4187050	0
bv	1	184103	186992	0.1554648260708613	3418	650939	4187050	0
uv	1	186992	189894	0.1570448318216175	3456	664865	4233600	0
bv	1	186992	189894	0.1596608087679516	3456	675940	4233600	0
bv	1	189894	192718	0.1589205459168502	3363	654701	4119675	0
uv	1	189894	192718	0.1586071716822322	3363	653410	4119675	0
bv	1	192718	195643	0.1575493431889926	3407	657544	4173575	0
uv	1	192718	195643	0.1555903511977142	3407	649368	4173575	0
bv	1	195643	198515	0.1528178537558656	3314	620387	4059650	0
uv	1	195643	198515	0.1513632948653209	3314	614482	4059650	0
bv	1	198515	201395	0.1583220223956566	3368	653205	4125800	0
uv	1	198515	201395	0.1563723399098356	3368	645161	4125800	0
uv	1	201395	204235	0.1527394057535114	3413	638592	4180925	0
bv	1	201395	204235	0.1544780162284662	3413	645861	4180925	0
bv	1	204235	207058	0.1548063114134542	3456	655388	4233600	0
uv	1	204235	207058	0.1540910808767951	3456	652360	4233600	0
bv	1	207058	209958	0.1553326643430139	3437	654001	4210325	0
uv	1	207058	209958	0.1552675862314667	3437	653727	4210325	0
bv	1	209958	212847	0.1563244819628471	3387	648602	4149075	0
uv	1	209958	212847	0.1550615498635238	3387	643362	4149075	0
uv	1	212847	215665	0.1546213802594208	3485	660098	4269125	0
bv	1	212847	215665	0.1569401223904195	3485	669997	4269125	0
bv	1	215665	218567	0.1532229222560516	3385	635358	4146625	0
uv	1	215665	218567	0.153030717752389	3385	634561	4146625	0
bv	1	218567	221476	0.1446886507804518	3436	609009	4209100	0
uv	1	218567	221476	0.1453073103513815	3436	611613	4209100	0
bv	1	221476	224377	0.1508587664372563	3419	631838	4188275	0
uv	1	221476	224377	0.15086449672001	3419	631862	4188275	0
bv	1	224377	227304	0.1523293957678252	3362	627361	4118450	0
uv	1	224377	227304	0.1551627432650633	3362	639030	4118450	0
bv	1	227304	230148	0.1558020931758135	3391	647198	4153975	0
uv	1	227304	230148	0.1588752941459686	3391	659964	4153975	0
bv	1	230148	233026	0.1502163359570156	3464	637428	4243400	0
uv	1	230148	233026	0.1538744874393175	3464	652951	4243400	0
bv	1	233026	235895	0.145103123158515	3394	603288	4157650	0
uv	1	233026	235895	0.1497139008815075	3394	622458	4157650	0
uv	1	235895	238724	0.1496039879791591	3443	630981	4217675	0
bv	1	235895	238724	0.1510384275696918	3443	637031	4217675	0
bv	1	238724	241619	0.1532479705414679	3414	640906	4182150	0
uv	1	238724	241619	0.1526917972813026	3414	638580	4182150	0
bv	1	241619	244553	0.1552486848542317	3379	642617	4139275	0
uv	1	241619	244553	0.1523249844477595	3379	630515	4139275	0
bv	1	244553	247469	0.1560176276780855	3413	652298	4180925	0
uv	1	244553	247469	0.1526686080233441	3413	638296	4180925	0
bv	1	247469	250342	0.1580733526654629	3357	650049	4112325	0
uv	1	247469	250342	0.1558685172013398	3357	640982	4112325	0
bv	1	250342	253264	0.1525424253058845	3431	641132	4202975	0
uv	1	250342	253264	0.1499925647904163	3431	630415	4202975	0
bv	1	253264	256152	0.1540671943048082	3463	653580	4242175	0
uv	1	253264	256152	0.1539568735377489	3463	653112	4242175	0
bv	1	256152	259062	0.1489638104802553	3414	622989	4182150	0
uv	1	256152	259062	0.1491476871943856	3414	623758	4182150	0
uv	1	259062	261923	0.1454897488949496	3472	618797	4253200	0
bv	1	259062	261923	0.1445549233518292	3472	614821	4253200	0
bv	1	261923	264790	0.1501256583035224	3383	622147	4144175	0
uv	1	261923	264790	0.1453331483347107	3383	602286	4144175	0
bv	1	264790	267695	0.16117324541757	3417	674643	4185825	0
uv	1	264790	267695	0.1589849073957941	3417	665483	4185825	0
bv	1	267695	270575	0.1554775366611024	3411	649659	4178475	0
uv	1	267695	270575	0.1515102998103375	3411	633082	4178475	0
bv	1	270575	273470	0.1566494096167013	3398	652061	4162550	0
uv	1	270575	273470	0.1572204538083626	3398	654438	4162550	0
bv	1	273470	276391	0.1562037945307079	3412	652885	4179700	0
uv	1	273470	276391	0.1565944924276862	3412	654518	4179700	0
bv	1	276391	279224	0.1547952367121696	3443	652876	4217675	0
uv	1	276391	279224	0.151842662130202	3443	640423	4217675	0
uv	1	279224	282124	0.1517654566251279	3390	630244	4152750	0
bv	1	279224	282124	0.1533027511889711	3390	636628	4152750	0
uv	1	282124	285017	0.149947960382743	3404	625268	4169900	0
bv	1	282124	285017	0.1520319432120674	3404	633958	4169900	0
bv	1	285017	287903	0.1537242524916943	3440	647794	4214000	0
uv	1	285017	287903	0.1548934504034171	3440	652721	4214000	0
bv	1	287903	290745	0.1493356441363373	3462	633325	4240950	0
uv	1	287903	290745	0.1498742027140145	3462	635609	4240950	0
bv	1	290745	293623	0.1543292775159278	3373	637677	4131925	0
uv	1	290745	293623	0.1573448211184859	3373	650137	4131925	0
bv	1	293623	296541	0.1516986657988936	3512	652638	4302200	0
uv	1	293623	296541	0.1518088419878202	3512	653112	4302200	0
bv	1	296541	299382	0.1566174692934093	3461	664015	4239725	0
uv	1	296541	299382	0.153955740053895	3461	652730	4239725	0
bv	1	299382	302204	0.1620589965243739	3435	681924	4207875	0
uv	1	299382	302204	0.1603700204972818	3435	674817	4207875	0
bv	1	302204	305072	0.1561698400700668	3402	650830	4167450	0
uv	1	302204	305072	0.1557741544589617	3402	649181	4167450	0
uv	1	305072	307953	0.154422083830637	3454	653383	4231150	0
bv	1	305072	307953	0.1536048119305626	3454	649925	4231150	0
bv	1	307953	310789	0.1550006904791925	3399	645388	4163775	0
uv	1	307953	310789	0.1549351249767338	3399	645115	4163775	0
bv	1	310789	313648	0.1589929001993243	3389	660063	4151525	0
uv	1	310789	313648	0.1560277247517478	3389	647753	4151525	0
bv	1	313648	316576	0.1555112785096489	3419	651324	4188275	0
uv	1	313648	316576	0.1553961953310133	3419	650842	4188275	0
bv	1	316576	319408	0.1502120446168417	3383	622505	4144175	0
uv	1	316576	319408	0.151976931476108	3383	629819	4144175	0
bv	1	319408	322265	0.155076798514038	3428	651214	4199300	0
uv	1	319408	322265	0.1532400638201605	3428	643501	4199300	0
bv	1	322265	325251	0.1571609471496259	3407	655923	4173575	0
uv	1	322265	325251	0.1540475491634869	3407	642929	4173575	0
bv	1	325251	328164	0.1537777072551508	3344	629935	4096400	0
uv	1	325251	328164	0.1523091006737623	3344	623919	4096400	0
uv	1	328164	330989	0.1515894934423681	3414	633970	4182150	0
bv	1	328164	330989	0.1534973637961335	3414	641949	4182150	0
bv	1	330989	333892	0.1537806387719732	3462	652176	4240950	0
uv	1	330989	333892	0.1523998160789445	3462	646320	4240950	0
bv	1	333892	336787	0.1586601414854171	3407	662180	4173575	0
uv	1	333892	336787	0.1566527497409295	3407	653802	4173575	0
bv	1	336787	339707	0.1505914665456586	3418	630534	4187050	0
uv	1	336787	339707	0.1481990900514682	3418	620517	4187050	0
bv	1	339707	342635	0.1510602807597027	3460	640269	4238500	0
uv	1	339707	342635	0.1489378317801108	3460	631273	4238500	0
bv	1	342635	345504	0.1558502419159982	3463	661144	4242175	0
uv	1	342635	345504	0.154669951145344	3463	656137	4242175	0
bv	1	345504	348365	0.1547661167270646	3424	649151	4194400	0
uv	1	345504	348365	0.1528366393286286	3424	641058	4194400	0
uv	1	348365	351212	0.1628911266522384	3423	683031	4193175	0
bv	1	348365	351212	0.1619624747357312	3423	679137	4193175	0
uv	1	351212	354033	0.1583263518546104	3425	664278	4195625	0
bv	1	351212	354033	0.158200029792939	3425	663748	4195625	0
bv	1	354033	356859	0.1644642425498118	3546	714408	4343850	0
uv	1	354033	356859	0.1660398034002095	3546	721252	4343850	0
bv	1	356859	359678	0.1566968429427293	3386	649955	4147850	0
uv	1	356859	359678	0.1584681220391287	3386	657302	4147850	0
bv	1	359678	362472	0.1543601853449045	3431	648772	4202975	0
uv	1	359678	362472	0.153692563005966	3431	645966	4202975	0
bv	1	362472	365333	0.1554345562271829	3410	649289	4177250	0
uv	1	362472	365333	0.1579050810940211	3410	659609	4177250	0
bv	1	365333	368193	0.1602719493891902	3413	670085	4180925	0
uv	1	365333	368193	0.1586770870082577	3413	663417	4180925	0
bv	1	368193	371045	0.1605032645820007	3382	664957	4142950	0
uv	1	368193	371045	0.1613355217900288	3382	668405	4142950	0
uv	1	371045	373892	0.1509225255625557	3411	630626	4178475	0
bv	1	371045	373892	0.1518408031638337	3411	634463	4178475	0
uv	1	373892	376744	0.1505768978158846	3418	630473	4187050	0
bv	1	373892	376744	0.1532673361913519	3418	641738	4187050	0
bv	1	376744	379561	0.150765816026587	3402	628309	4167450	0
uv	1	376744	379561	0.1508634776661987	3402	628716	4167450	0
bv	1	379561	382431	0.1559222213523946	3389	647315	4151525	0
uv	1	379561	382431	0.1582257122382739	3389	656878	4151525	0
bv	1	382431	385242	0.1586363717239293	3441	668688	4215225	0
uv	1	382431	385242	0.1626304645659484	3441	685524	4215225	0
bv	1	385242	388077	0.147978684938977	3443	624126	4217675	0
uv	1	385242	388077	0.1503114867788532	3443	633965	4217675	0
bv	1	388077	390916	0.1511017325896376	3443	637298	4217675	0
uv	1	388077	390916	0.150828596323804	3443	636146	4217675	0
bv	1	390916	393747	0.160664962542726	3457	680388	4234825	0
uv	1	390916	393747	0.1595338650357453	3457	675598	4234825	0
bv	1	393747	396613	0.1579567367912052	3503	677820	4291175	0
uv	1	393747	396613	0.1582874154514789	3503	679239	4291175	0
uv	1	396613	399464	0.152587530425014	3488	651976	4272800	0
bv	1	396613	399464	0.1523563003182924	3488	650988	4272800	0
bv	1	399464	402302	0.1548279264536003	3392	643341	4155200	0
uv	1	399464	402302	0.156167212167886	3392	648906	4155200	0
bv	1	402302	405154	0.1549973108270241	3453	655627	4229925	0
uv	1	402302	405154	0.1551616163407152	3453	656322	4229925	0
bv	1	405154	408073	0.1468540761564017	3354	603372	4108650	0
uv	1	405154	408073	0.1490129361225706	3354	612242	4108650	0
bv	1	408073	410944	0.1564230485247644	3455	662041	4232375	0
uv	1	408073	410944	0.1528529489943589	3455	646931	4232375	0
bv	1	410944	413794	0.1595412145777651	3459	676020	4237275	0
uv	1	410944	413794	0.1566558696331958	3459	663794	4237275	0
bv	1	413794	416670	0.1566194950886758	3451	662105	4227475	0
uv	1	413794	416670	0.1560967244040473	3451	659895	4227475	0
uv	1	416670	419522	0.1622327229769639	3386	672917	4147850	0
bv	1	416670	419522	0.1601723784611304	3386	664371	4147850	0
uv	1	419522	422349	0.1607043935478121	3435	676224	4207875	0
bv	1	419522	422349	0.1609301607105724	3435	677174	4207875	0
bv	1	422349	425223	0.1618891438232097	3380	670302	4140500	0
uv	1	422349	425223	0.1589687235841082	3380	658210	4140500	0
bv	1	425223	428103	0.1524545517865849	3516	656637	4307100	0
uv	1	425223	428103	0.1535662046388521	3516	661425	4307100	0
bv	1	428103	430991	0.1641416183086653	3443	692296	4217675	0
uv	1	428103	430991	0.1641238359996917	3443	692221	4217675	0
bv	1	430991	433863	0.1506677781309409	3403	628085	4168675	0
uv	1	430991	433863	0.1509649948724714	3403	629324	4168675	0
bv	1	433863	436741	0.1569961753281901	3431	659851	4202975	0
uv	1	433863	436741	0.1581465509549783	3431	664686	4202975	0
bv	1	436741	439571	0.1550039404810915	3470	658883	4250750	0
uv	1	436741	439571	0.1572037875668999	3470	668234	4250750	0
bv	1	439571	442449	0.1527209684579299	3402	636457	4167450	0
uv	1	439571	442449	0.1530480269709294	3402	637820	4167450	0
uv	1	442449	445323	0.1509377301560903	3436	635312	4209100	0
bv	1	442449	445323	0.1478218621558052	3436	622197	4209100	0
bv	1	445323	448232	0.153341563542928	3455	648999	4232375	0
uv	1	445323	448232	0.1548036268052807	3455	655187	4232375	0
bv	1	448232	451098	0.151339084905099	3430	635889	4201750	0
uv	1	448232	451098	0.1507688463140358	3430	633493	4201750	0
bv	1	451098	453986	0.1498903713775813	3362	617316	4118450	0
uv	1	451098	453986	0.1488705702388034	3362	613116	4118450	0
bv	1	453986	456925	0.1557629219912264	3424	653332	4194400	0
uv	1	453986	456925	0.1553089834064467	3424	651428	4194400	0
bv	1	456925	459769	0.1620902073105831	3413	677687	4180925	0
uv	1	456925	459769	0.1638981804265802	3413	685246	4180925	0
bv	1	459769	462631	0.1549903859401113	3407	646864	4173575	0
uv	1	459769	462631	0.155529971307572	3407	649116	4173575	0
bv	1	462631	465514	0.1498283654911069	3409	625687	4176025	0
uv	1	462631	465514	0.1453389287659915	3409	606939	4176025	0
uv	1	465514	468378	0.1557762316144687	3423	653197	4193175	0
bv	1	465514	468378	0.1573430634304554	3423	659767	4193175	0
bv	1	468378	471218	0.1542945098831611	3434	649063	4206650	0
uv	1	468378	471218	0.1561463397240084	3434	656853	4206650	0
bv	1	471218	474014	0.1581477929886281	3469	672053	4249525	0
uv	1	471218	474014	0.157012371970985	3469	667228	4249525	0
bv	1	474014	476909	0.1557320292921471	3347	638513	4100075	0
uv	1	474014	476909	0.1553200856081901	3347	636824	4100075	0
bv	1	476909	479850	0.1597408487204405	3465	678040	4244625	0
uv	1	476909	479850	0.1567252701946579	3465	665240	4244625	0
bv	1	479850	482767	0.1480502776965799	3421	620438	4190725	0
uv	1	479850	482767	0.1473892942152014	3421	617668	4190725	0
bv	1	482767	485596	0.1557087409898227	3423	652914	4193175	0
uv	1	482767	485596	0.1540665486176942	3423	646028	4193175	0
bv	1	485596	488420	0.1508350953885628	3436	634880	4209100	0
uv	1	485596	488420	0.1515266921669715	3436	637791	4209100	0
uv	1	488420	491367	0.1473444065957254	3385	610982	4146625	0
bv	1	488420	491367	0.1493137189883339	3385	619148	4146625	0
bv	1	491367	494255	0.1484716002619608	3459	629115	4237275	0
uv	1	491367	494255	0.1506697110761043	3459	638429	4237275	0
bv	1	494255	497107	0.1503056183240515	3441	633572	4215225	0
uv	1	494255	497107	0.1512832648316519	3441	637693	4215225	0
bv	1	497107	500088	0.1518598314657428	3393	631194	4156425	0
uv	1	497107	500088	0.1520568758007181	3393	632013	4156425	0
bv	1	500088	502948	0.1456258583716839	3388	604391	4150300	0
uv	1	500088	502948	0.1444596776136665	3388	599551	4150300	0
bv	1	502948	505866	0.1515251739664347	3490	647808	4275250	0
uv	1	502948	505866	0.1539580141512192	3490	658209	4275250	0
bv	1	505866	508746	0.1478453815141463	3427	620666	4198075	0
uv	1	505866	508746	0.1471169524127129	3427	617608	4198075	0
bv	1	508746	511638	0.1609402269147034	3459	681948	4237275	0
uv	1	508746	511638	0.1605534217156073	3459	680309	4237275	0
uv	1	511638	514484	0.1636983285193427	3448	691429	4223800	0
bv	1	511638	514484	0.1648546332686206	3448	696313	4223800	0
bv	1	514484	517360	0.1621860456693769	3381	671730	4141725	0
uv	1	514484	517360	0.1640101648467727	3381	679285	4141725	0
bv	1	517360	520249	0.1587333924874297	3450	670847	4226250	0
uv	1	517360	520249	0.1593251700680272	3450	673348	4226250	0
bv	1	520249	523152	0.1621808272270332	3370	669523	4128250	0
uv	1	520249	523152	0.1652908617452916	3370	682362	4128250	0
bv	1	523152	526036	0.1518299981354168	3393	631070	4156425	0
uv	1	523152	526036	0.1521374739108729	3393	632348	4156425	0
bv	1	526036	528946	0.1513142386637652	3470	643199	4250750	0
uv	1	526036	528946	0.1566996412397812	3470	666091	4250750	0
bv	1	528946	531833	0.1533042880073377	3471	651846	4251975	0
uv	1	528946	531833	0.1555371327441953	3471	661340	4251975	0
bv	1	531833	534708	0.1537630850073246	3441	648146	4215225	0
uv	1	531833	534708	0.1541858382411377	3441	649928	4215225	0
uv	1	534708	537511	0.1564767826992428	3469	664952	4249525	0
bv	1	534708	537511	0.1609683435207464	3469	684039	4249525	0
bv	1	537511	540351	0.1554037883983257	3452	657156	4228700	0
uv	1	537511	540351	0.1569470522855724	3452	663682	4228700	0
bv	1	540351	543248	0.1487989843824854	3408	621206	4174800	0
uv	1	540351	543248	0.1510673565200728	3408	630676	4174800	0
bv	1	543248	546177	0.1492639276660864	3494	638872	4280150	0
uv	1	543248	546177	0.1490239828043409	3494	637845	4280150	0
bv	1	546177	549061	0.1499410537989561	3386	621933	4147850	0
uv	1	546177	549061	0.1522034306930096	3386	631317	4147850	0
bv	1	549061	552004	0.150662383021187	3354	619019	4108650	0
uv	1	549061	552004	0.1452109573704258	3354	596621	4108650	0
bv	1	552004	554906	0.1527209105089289	3441	643753	4215225	0
uv	1	552004	554906	0.1494380489772195	3441	629915	4215225	0
bv	1	554906	557821	0.1409725670683703	3370	581970	4128250	0
uv	1	554906	557821	0.1416861866408284	3370	584916	4128250	0
bv	1	557821	560777	0.1530998214888792	3384	634660	4145400	0
uv	1	557821	560777	0.1520152458146379	3384	630164	4145400	0
uv	1	560777	563661	0.1447898277217385	3401	603227	4166225	0
bv	1	560777	563661	0.1460706034839693	3401	608563	4166225	0
bv	1	563661	566550	0.1465617679024272	3380	606839	4140500	0
uv	1	563661	566550	0.1449337036589784	3380	600098	4140500	0
bv	1	566550	569414	0.1528563000421407	3390	634774	4152750	0
uv	1	566550	569414	0.1511774125579435	3390	627802	4152750	0
bv	1	569414	572268	0.1501022792294488	3424	629589	4194400	0
uv	1	569414	572268	0.1521118634369635	3424	638018	4194400	0
bv	1	572268	575183	0.1512462312765012	3398	629570	4162550	0
uv	1	572268	575183	0.1530806837155109	3398	637206	4162550	0
bv	1	575183	578020	0.1520013398090772	3412	635320	4179700	0
uv	1	575183	578020	0.1542273368902074	3412	644624	4179700	0
bv	1	578020	580865	0.1581776781929389	3370	652997	4128250	0
uv	1	578020	580865	0.1577116211469751	3370	651073	4128250	0
bv	1	580865	583737	0.1601059482547769	3421	670960	4190725	0
uv	1	580865	583737	0.1585210196326411	3421	664318	4190725	0
uv	1	583737	586587	0.1528519838270405	3402	637003	4167450	0
bv	1	583737	586587	0.1526974528788587	3402	636359	4167450	0
bv	1	586587	589438	0.1520863879532395	3502	652443	4289950	0
uv	1	586587	589438	0.1514716954743062	3502	649806	4289950	0
